date,timestamp,open,high,low,close,volume
2025-05-06 15:34:00,1746545640,0.004,0.00401,0.004,0.00401,502212.0
2025-05-06 15:35:00,1746545700,0.00401,0.00401,0.00401,0.00401,134717.0
2025-05-06 15:36:00,1746545760,0.00401,0.00401,0.00401,0.00401,744408.0
2025-05-06 15:38:00,1746545880,0.00401,0.00401,0.00401,0.00401,1318804.0
2025-05-06 15:41:00,1746546060,0.00401,0.00401,0.00401,0.00401,23574.0
2025-05-06 15:42:00,1746546120,0.004,0.004,0.004,0.004,1236.0
2025-05-06 15:46:00,1746546360,0.00401,0.00401,0.00401,0.00401,576516.0
2025-05-06 15:51:00,1746546660,0.004,0.004,0.004,0.004,1195854.0
2025-05-06 15:56:00,1746546960,0.00399,0.00399,0.00399,0.00399,132777.0
2025-05-06 15:57:00,1746547020,0.004,0.004,0.004,0.004,12030.0
2025-05-06 15:59:00,1746547140,0.004,0.004,0.004,0.004,36319.0
2025-05-06 16:01:00,1746547260,0.004,0.004,0.00399,0.00399,4336.0
2025-05-06 16:03:00,1746547380,0.004,0.004,0.00399,0.00399,60531.0
2025-05-06 16:07:00,1746547620,0.004,0.004,0.004,0.004,28689.0
2025-05-06 16:09:00,1746547740,0.00399,0.00399,0.00398,0.00398,40261.0
2025-05-06 16:11:00,1746547860,0.00399,0.004,0.00399,0.004,11865.0
2025-05-06 16:14:00,1746548040,0.00399,0.004,0.00399,0.004,79.0
2025-05-06 16:15:00,1746548100,0.004,0.004,0.00399,0.00399,129.0
2025-05-06 16:20:00,1746548400,0.00398,0.00399,0.00398,0.00399,58716.0
2025-05-06 16:31:00,1746549060,0.00398,0.00399,0.00398,0.00399,48437.0
2025-05-06 16:34:00,1746549240,0.004,0.004,0.004,0.004,1235.0
2025-05-06 16:35:00,1746549300,0.004,0.004,0.00399,0.00399,17407.0
2025-05-06 16:36:00,1746549360,0.004,0.004,0.00399,0.004,19512.0
2025-05-06 16:39:00,1746549540,0.00399,0.004,0.00399,0.00399,75097.0
2025-05-06 16:41:00,1746549660,0.00399,0.004,0.00399,0.004,4053.0
2025-05-06 16:42:00,1746549720,0.00399,0.00399,0.00399,0.00399,660.0
2025-05-06 16:45:00,1746549900,0.00399,0.004,0.00399,0.004,87914.0
2025-05-06 16:51:00,1746550260,0.004,0.004,0.004,0.004,4208.0
2025-05-06 16:52:00,1746550320,0.00399,0.004,0.00399,0.00399,196061.0
2025-05-06 16:56:00,1746550560,0.00399,0.00399,0.00399,0.00399,1613.0
2025-05-06 16:57:00,1746550620,0.00398,0.00398,0.00398,0.00398,1300.0
2025-05-06 16:58:00,1746550680,0.00398,0.00399,0.00398,0.00399,16401.0
2025-05-06 17:01:00,1746550860,0.00398,0.00398,0.00398,0.00398,171.0
2025-05-06 17:02:00,1746550920,0.00399,0.00399,0.00399,0.00399,1869.0
2025-05-06 17:03:00,1746550980,0.00398,0.00398,0.00398,0.00398,3922.0
2025-05-06 17:04:00,1746551040,0.00399,0.00399,0.00399,0.00399,502.0
2025-05-06 17:08:00,1746551280,0.00398,0.00399,0.00398,0.00399,7551.0
2025-05-06 17:09:00,1746551340,0.00398,0.004,0.00398,0.004,154505.0
2025-05-06 17:13:00,1746551580,0.004,0.004,0.00399,0.00399,64848.0
2025-05-06 17:16:00,1746551760,0.004,0.004,0.00399,0.00399,135467.0
2025-05-06 17:21:00,1746552060,0.00399,0.00399,0.00399,0.00399,10000.0
2025-05-06 17:22:00,1746552120,0.00399,0.00399,0.00399,0.00399,74.0
2025-05-06 17:25:00,1746552300,0.00399,0.004,0.00399,0.004,2526.0
2025-05-06 17:26:00,1746552360,0.004,0.004,0.00398,0.00398,2633.0
2025-05-06 17:29:00,1746552540,0.00398,0.00399,0.00398,0.00399,1051.0
2025-05-06 17:34:00,1746552840,0.00399,0.00399,0.00398,0.00398,50660.0
2025-05-06 17:42:00,1746553320,0.00399,0.00399,0.00398,0.00398,8762.0
2025-05-06 17:44:00,1746553440,0.00398,0.00399,0.00398,0.00399,21467.0
2025-05-06 17:45:00,1746553500,0.00397,0.00398,0.00397,0.00397,173185.0
2025-05-06 17:47:00,1746553620,0.00397,0.00397,0.00397,0.00397,206.0
