product_id,volatility,is_sideways,support_level,support_touches,resistance_level,resistance_touches,price_range_percent,average_price,last_price,sideways_details,data_points
TRUMP-USD,0.1957091056770375,True,10.853333333333333,42,11.02,37,0.015356265356265301,11.69112426035503,12.1,"{'range_variance': np.float64(0.0022174482721960447), 'normalized_slope': np.float64(-0.000308939354837152), 'average_range_percent': np.float64(0.08843153780727592), 'is_sideways': np.True_}",169
SUI-USD,0.17020480665307167,True,3.3403666666666667,35,3.4242000000000004,38,0.025097045234555183,3.3893573964497046,3.6047,"{'range_variance': np.float64(0.0003753941454313876), 'normalized_slope': np.float64(-0.00039499189322407714), 'average_range_percent': np.float64(0.07699316801222784), 'is_sideways': np.True_}",169
LTC-USD,0.1379198411445077,True,87.94,47,87.79,47,-0.0017057084375709743,87.20467455621302,92.07,"{'range_variance': np.float64(0.0017924181775295066), 'normalized_slope': np.float64(0.0009683539751658541), 'average_range_percent': np.float64(0.06344947718983483), 'is_sideways': np.True_}",169
DOGE-USD,0.09569585610963925,True,0.16793285714285713,26,0.1739225,48,0.03566689067909804,0.17488828402366863,0.18024,"{'range_variance': np.float64(0.00011741810003134668), 'normalized_slope': np.float64(0.00024355100015026177), 'average_range_percent': np.float64(0.04097104488447328), 'is_sideways': np.True_}",169
ETH-USD,0.08633684317200345,True,1811.9050000000002,95,1832.54,113,0.011388566177586441,1824.6894082840238,1898.82,"{'range_variance': np.float64(0.00017537339373361783), 'normalized_slope': np.float64(9.071846844389081e-05), 'average_range_percent': np.float64(0.03280261280185404), 'is_sideways': np.True_}",169
SOL-USD,0.08325665922878897,True,144.92666666666665,66,147.79,82,0.01975711854271133,147.3005325443787,150.47,"{'range_variance': np.float64(0.00011447686219575633), 'normalized_slope': np.float64(0.00024341644302892918), 'average_range_percent': np.float64(0.03448394505835005), 'is_sideways': np.True_}",169
XRP-USD,0.07675064498252673,True,2.1846666666666668,64,2.1780333333333335,41,-0.003036313701556272,2.1739940828402364,2.1819,"{'range_variance': np.float64(0.00010046955833354914), 'normalized_slope': np.float64(-2.9743680696431644e-05), 'average_range_percent': np.float64(0.03167370077147496), 'is_sideways': np.True_}",169
BTC-USD,0.05367533637511307,True,95800.0,91,95218.82,70,-0.006066597077244186,95928.22100591716,98943.47,"{'range_variance': np.float64(0.00011121951168395387), 'normalized_slope': np.float64(0.0005926502109836849), 'average_range_percent': np.float64(0.021798218389238344), 'is_sideways': np.True_}",169
