product_id,volatility,is_sideways,support_level,support_touches,resistance_level,resistance_touches,price_range_percent,average_price,last_price,sideways_details,data_points
ONDO-USDC,0.04380532792986594,True,0.8590899999999999,131,0.8697933333333333,184,0.012458919709615289,0.8724537370242216,0.91678,"{'range_variance': np.float64(4.5002939187360675e-05), 'normalized_slope': np.float64(0.0009997277391022936), 'average_range_percent': np.float64(0.01795960383238766), 'is_sideways': np.True_}",289
LTC-USDC,0.04025878982724677,True,89.615,80,91.26,125,0.01835630195837762,90.3925605536332,92.02,"{'range_variance': np.float64(1.6924815416793677e-05), 'normalized_slope': np.float64(0.0004755204170745198), 'average_range_percent': np.float64(0.01807911032495385), 'is_sideways': np.True_}",289
DOGE-USDC,0.03338621486450923,True,0.16929,62,0.173305,188,0.023716699155295593,0.17296643598615918,0.18049,"{'range_variance': np.float64(5.504938848226667e-05), 'normalized_slope': np.float64(0.0009778201003761968), 'average_range_percent': np.float64(0.014468530091167187), 'is_sideways': np.True_}",289
ETH-USDC,0.029522038988606673,True,1788.32,61,1832.3049999999998,189,0.024595709940055416,1827.310380622837,1899.98,"{'range_variance': np.float64(6.820847195482408e-05), 'normalized_slope': np.float64(0.0009516741981797859), 'average_range_percent': np.float64(0.013576018742470464), 'is_sideways': np.True_}",289
SOL-USDC,0.027894377767994194,True,145.14,116,147.82,177,0.018464930412016033,147.3280276816609,151.13,"{'range_variance': np.float64(2.1751205778165502e-05), 'normalized_slope': np.float64(0.0005199554258235983), 'average_range_percent': np.float64(0.012032159191859987), 'is_sideways': np.True_}",289
