date,timestamp,open,high,low,close,volume
2025-05-08 20:53:00,1746737580,102436.59,102500.0,102393.97,102404.01,11.74016532
2025-05-08 20:54:00,1746737640,102401.92,102458.39,102355.01,102446.59,9.70163765
2025-05-08 20:55:00,1746737700,102446.59,102696.69,102446.59,102690.69,96.59862419
2025-05-08 20:56:00,1746737760,102690.69,102842.27,102669.28,102680.87,40.09855964
2025-05-08 20:57:00,1746737820,102680.87,102708.89,102576.74,102602.88,22.46837343
2025-05-08 20:58:00,1746737880,102609.71,102624.08,102472.54,102484.21,26.71647142
2025-05-08 20:59:00,1746737940,102476.15,102647.41,102476.15,102622.63,14.17086563
2025-05-08 21:00:00,1746738000,102626.26,102698.87,102534.52,102534.52,20.89694068
2025-05-08 21:01:00,1746738060,102550.15,102596.68,102420.01,102520.78,28.73552892
2025-05-08 21:02:00,1746738120,102520.78,102520.78,102422.88,102445.61,15.04185021
2025-05-08 21:03:00,1746738180,102445.61,102485.27,102412.95,102445.61,38.94163419
2025-05-08 21:04:00,1746738240,102445.61,102445.61,102341.59,102351.13,35.32890651
2025-05-08 21:05:00,1746738300,102348.52,102352.93,102172.8,102213.94,26.01648835
2025-05-08 21:06:00,1746738360,102213.95,102298.42,102143.95,102154.12,17.97296192
2025-05-08 21:07:00,1746738420,102154.12,102395.38,102124.41,102388.7,56.33430365
2025-05-08 21:08:00,1746738480,102388.72,102399.95,102189.04,102265.95,11.56148783
2025-05-08 21:09:00,1746738540,102265.95,102328.9,102234.34,102302.17,2.82819243
2025-05-08 21:10:00,1746738600,102302.17,102387.85,102260.18,102367.71,9.57089357
2025-05-08 21:11:00,1746738660,102369.67,102425.98,102295.37,102320.04,8.02948386
2025-05-08 21:12:00,1746738720,102319.84,102388.58,102300.0,102348.38,5.23355638
2025-05-08 21:13:00,1746738780,102345.04,102440.08,102333.96,102390.15,11.78020677
2025-05-08 21:14:00,1746738840,102390.16,102561.51,102377.54,102533.16,10.27066494
2025-05-08 21:15:00,1746738900,102533.16,102697.1,102470.0,102642.41,10.00662068
2025-05-08 21:16:00,1746738960,102642.37,102756.62,102642.37,102710.67,7.33804566
2025-05-08 21:17:00,1746739020,102710.69,102995.08,102695.38,102973.44,23.30556506
2025-05-08 21:18:00,1746739080,102973.43,103418.77,102886.96,103187.92,107.44640059
2025-05-08 21:19:00,1746739140,103187.92,103245.67,102961.31,102961.31,22.8171359
2025-05-08 21:20:00,1746739200,102971.72,103324.88,102960.18,103311.26,15.82502123
2025-05-08 21:21:00,1746739260,103311.27,104176.05,103300.65,103563.88,176.17079938
2025-05-08 21:22:00,1746739320,103567.68,103849.99,103403.82,103802.51,29.09872574
2025-05-08 21:23:00,1746739380,103802.49,103850.0,103566.23,103665.33,26.61009946
2025-05-08 21:24:00,1746739440,103643.07,103880.59,103643.07,103680.61,31.38811127
2025-05-08 21:25:00,1746739500,103680.61,103680.61,103425.41,103488.59,41.76611975
2025-05-08 21:26:00,1746739560,103488.54,103616.3,103420.05,103613.06,21.30655442
2025-05-08 21:27:00,1746739620,103613.03,103656.8,103524.09,103549.06,13.28652148
2025-05-08 21:28:00,1746739680,103547.23,103561.42,103287.15,103298.57,8.46035212
2025-05-08 21:29:00,1746739740,103298.57,103417.05,103239.51,103306.06,24.42311769
2025-05-08 21:30:00,1746739800,103314.65,103340.33,103229.03,103299.16,6.32215582
